ip,asn,asn_description,country,network_name
41.135.50.141,20011,"INTERNET-SOLUTIONS, ZA",ZA,
165.57.76.217,37154,"ZAMTEL, ZM",ZM,ORG-ZTCL1-AFRINIC
153.180.242.105,4713,"OCN NTT Communications Corporation, JP",JP,OCN
193.53.199.246,NA,NA,BE,TBAC
121.25.201.80,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-HE
198.206.129.181,NA,NA,,BDSI-NET
188.138.150.15,31252,"STARNET-AS, MD",MD,STARNETMD
96.155.24.247,7922,"COMCAST-7922, US",,CABLE-1
199.219.172.248,NA,NA,,ANS-C-BLOCK2
202.221.140.110,2497,"IIJ Internet Initiative Japan Inc., JP",JP,ITS-NET361
26.162.83.170,749,"DNIC-AS-00749, US",,DISANET26
152.63.220.68,701,"UUNET, US",,UUNET-BACKBONE
213.80.239.10,15974,"VTT-AS ISP, Saratov, Russia., RU",RU,VTT-SMALLCORP
219.114.246.235,9617,"ZAQ JCOM Co., Ltd., JP",JP,MKC-NET
137.127.184.100,749,"DNIC-AS-00749, US",,DNIC-SNET-137-127
207.109.187.20,209,"CENTURYLINK-US-LEGACY-QWEST, US",,CENTURYLINK-LEGACY-QWEST-INET-110
137.158.152.21,36982,"UCT, ZA",ZA,ORG-UCT1-AFRINIC
187.153.230.62,8151,"UNINET, MX",,187.144.0.0 - 187.159.255.255
195.233.75.149,12663,"VODAFONE-GROUP, IT",DE,Mannesmann
211.183.69.86,9457,"DREAMX-AS DREAMLINE CO., KR",KR,DREAMX-KR
19.207.43.8,NA,NA,,FINET
210.152.226.169,4694,"IDCF IDC Frontier Inc., JP",JP,IDCFNet-CIDR-BLK-JP
214.101.255.18,749,"DNIC-AS-00749, US",,DNIC-NET-214
208.231.255.181,701,"UUNET, US",,UUNET1996B
164.213.238.222,749,"DNIC-AS-00749, US",,DNIC-SNET-164-213
192.55.13.207,NA,NA,,LYVECLOUD-192-55-13
23.74.164.69,20940,"AKAMAI-ASN1, NL",,AKAMAI
29.77.145.131,749,"DNIC-AS-00749, US",,DNIC-SNET-029
143.45.230.145,1649,"DNIC-AS-01649, US",,BUCKNER-NET
24.101.28.41,27364,"ACS-INTERNET, US",,ACS-BUTLERPA
146.155.124.191,20191,"Pontificia Universidad Catolica de Chile, CL",,146.155.0.0 - 146.155.255.255
204.106.107.101,NA,NA,,RADIANZ-204-106-64-0
153.1.209.148,1926,"UTANET-AS, FI",FI,UTANET
6.36.58.125,749,"DNIC-AS-00749, US",,CONUS-YPG-NET
201.9.120.11,7738,"V tal, BR",,GCSA-20
197.125.75.56,36992,"ETISALAT-MISR, EG",EG,ORG-EM1-AFRINIC
138.148.81.180,721,"DNIC-ASBLK-00721-00726, US",,DISN-IP-ACCESS-1-3
181.103.152.5,7303,"Telecom Argentina S.A., AR",,181.103.152.0 - 181.103.155.255
209.48.76.146,2828,"XO-AS15, US",,ALGX-ABI-BLK13
106.203.182.172,45609,"BHARTI-MOBILITY-AS-AP Bharti Airtel Ltd. AS for GPRS Service, IN",IN,KOLKATA-WEST-BENGAL
198.156.170.83,NA,NA,,NETBLK-MCI-SP-C1
194.191.93.94,1836,"GREEN green.ch AG Autonomous System, CH",CH,CH-GREEN-950811
199.221.206.42,701,"UUNET, US",,ANS-C-BLOCK2
195.44.62.60,1273,"CW Vodafone Group PLC, EU",GB,CW-CWCNET6-NET
188.61.249.21,3303,"SWISSCOM Swisscom Switzerland Ltd, CH",CH,BLUEWINNET
30.17.198.18,749,"DNIC-AS-00749, US",,DNIC-NET-030
217.253.200.230,3320,"DTAG Internet service provider operations, DE",DE,DTAG-DIAL17
137.119.47.10,22191,"WILKES-COMM, US",,WILKES
30.226.240.242,749,"DNIC-AS-00749, US",,DNIC-NET-030
217.155.32.59,13037,"ZEN-AS Zen Internet - UK, GB",GB,ZEN20030407-DAR-ZEN-ADSL9
53.248.163.35,31399,"DAIMLER-AS ITTTN Global Network, DE",DE,MERCEDES-BENZ-NET1
206.2.254.223,174,"COGENT-174, US",,COGENT-206-0-1-2-16
77.233.71.154,1257,"TELE2, EU",EE,EE-TELE2-CDMA
101.240.163.35,17429,"BGCTVNET BEIJING GEHUA CATV NETWORK CO.LTD, CN",CN,BGCTVNET
118.194.101.71,NA,NA,CN,SeeHuNET
33.192.70.8,749,"DNIC-AS-00749, US",,DISN-IP-LEGACY
195.26.102.185,35283,"NETWORTH-MAIN-AS, FR",FR,FR-ADVISEO-19970814
199.17.44.76,675,"MSUS-AS, US",,NET-199-17-0-0-16
81.53.111.188,3215,"France Telecom - Orange, FR",FR,IP2000-ADSL-BAS
33.112.214.80,749,"DNIC-AS-00749, US",,DISN-IP-LEGACY
8.196.189.99,3356,"LEVEL3, US",,LVLT-ORG-8-8
197.41.229.197,8452,"TE-AS TE-AS, EG",EG,
221.88.160.33,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTEC
179.113.107.39,26599,"TELEFONICA BRASIL S.A, BR",BR,341020
131.40.54.200,56,"DNIC-AS-00056, US",,BUCKNET
171.64.130.137,32,"STANFORD, US",,NETBLK-SUNET
200.71.54.219,10620,"Telmex Colombia S.A., CO",,200.71.48.0 - 200.71.63.255
138.79.159.230,NA,NA,AU,ERX-NETBLOCK
216.110.234.199,29974,"WIGHT-AS, CA",,WIGHTMAN-04
43.150.104.122,NA,NA,CN,TENCENT-CN
133.84.60.29,2907,"SINET-AS Research Organization of Information and Systems, National Institute of Informatics, JP",JP,JPNIC-NET-JP-ERX
114.32.103.84,3462,"HINET Data Communication Business Group, TW",TW,HINET-NET
205.79.87.26,647,"DNIC-ASBLK-00616-00665, US",,NETBLK-NIC-BLK1
69.152.189.21,7018,"ATT-INTERNET4, US",,SBCIS-SIS80
197.13.182.224,37504,"EODATACENTER, TN",TN,ORG-ATIA2-AFRINIC
210.10.71.61,2764,"AAPT AAPT Limited, AU",AU,AAPT
198.44.65.74,54290,"HOSTWINDS, US",,HOSTWINDS-17-4
4.1.180.25,3356,"LEVEL3, US",,LVLT-ORG-4-8
217.74.220.83,31027,"GLOBALCONNECT-AS31027, DK",DK,DK-NIANET-20180712
120.11.212.140,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-HE
73.228.201.41,7922,"COMCAST-7922, US",,MINNESOTA-38
189.240.116.93,8151,"UNINET, MX",,189.240.0.0 - 189.240.255.255
158.229.66.228,NA,NA,,FLINS
170.35.227.243,797,"AMERITECH-AS, US",,ATT-MOBILITY-SEG1
141.186.1.113,16509,"AMAZON-02, US",,AT-88-Z
207.142.91.230,174,"COGENT-174, US",,COGENT-207-142-16
81.154.250.166,2856,"BT-UK-AS BTnet UK Regional network, GB",GB,BT-CENTRAL-PLUS
215.115.88.195,749,"DNIC-AS-00749, US",,DNIC-NET-215
204.32.254.178,7029,"WINDSTREAM, US",,EARTHLINK-DA-15
24.132.152.233,33915,"TNF-AS, NL",NL,VODA-ZIGGO
131.195.120.152,NA,NA,,HYDRO-QUEBEC
198.253.32.215,749,"DNIC-AS-00749, US",,NCINET
103.228.178.193,NA,NA,CN,CQT
57.202.163.244,NA,NA,BE,OBS_SITA-INTERNET
123.170.235.210,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-SD
111.123.229.48,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-GZ
208.126.102.27,5056,"AUREON-5056, US",,NET-INS-208-126-102-0-23
131.223.148.252,NA,NA,,CC04
221.141.118.64,9318,"SKB-AS SK Broadband Co Ltd, KR",KR,broadNnet-KR
93.86.49.25,8400,"TELEKOM-AS, RS",RS,TELEKOM-BB-NET
28.145.113.253,749,"DNIC-AS-00749, US",,DNIC-NET-028
212.233.109.98,9110,"AGTELECOM-AS, RU",RU,AGTEL-GLR01
37.199.5.243,1257,"TELE2, EU",SE,SE-TELE2-MBB
64.25.14.145,NA,NA,,FBIL-4
204.27.157.39,NA,NA,,OCNET-1
213.57.253.233,12849,"HOTNET-IL HOTmobile, IL",IL,HOTNET-BROADBAND
203.159.52.117,4767,"AIT-CS-ASN Computer Science, TH",TH,AIOT-TH
26.40.252.192,749,"DNIC-AS-00749, US",,DISANET26
142.17.161.132,611,"NECN-1-611, CA",,UMCE-IPNET
42.147.131.65,9824,"JTCL-JP-AS JCOM Co., Ltd., JP",JP,JTCL-JP
195.167.170.211,46378,"FSX-350, US",,FSX-350
16.222.217.237,NA,NA,,HPE-15
40.59.249.211,4249,"LILLY-AS, US",,LILLY-NET
128.87.207.65,158,"ERI-AS, US",SE,ERICSSON
187.162.87.137,6503,"Axtel, S.A.B. de C.V., MX",,187.162.0.0 - 187.163.255.255
51.172.60.88,16509,"AMAZON-02, US",US,A100-ROW-Inc
216.7.244.27,NA,NA,,LONE-STAR-COLLEGE
143.198.40.134,14061,"DIGITALOCEAN-ASN, US",,DIGITALOCEAN-143-198-0-0
80.144.4.182,3320,"DTAG Internet service provider operations, DE",DE,DTAG-DIAL16
222.138.14.32,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-HA
129.12.141.98,786,"JANET Jisc Services Limited, GB",GB,KENT-UNIVERSITY-LINR
139.34.77.240,749,"DNIC-AS-00749, US",,DNIC-RNET-139-034
219.97.83.124,NA,NA,JP,GMO-BRS-CIDR-BLK-JP
71.185.29.180,701,"UUNET, US",,VIS-BLOCK
209.199.119.3,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT-19980212
119.101.51.206,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-HB
152.203.208.211,3816,"COLOMBIA TELECOMUNICACIONES S.A. ESP BIC, CO",,152.200.0.0 - 152.203.255.255
5.188.94.234,199524,"GCORE, LU",IL,GCL-CUSTOMER-IL
15.231.3.195,16509,"AMAZON-02, US",,AT-88-Z
205.127.69.213,210,"WEST-NET-WEST, US",,UEN-NET-205-118-0-0
207.190.159.171,7385,"ABUL-14-7385, US",,INTEGRA-NETWORK-ITCM
189.0.29.218,26599,"TELEFONICA BRASIL S.A, BR",BR,81458
147.81.151.148,36149,"HAWAIIAN-TELCOM, US",,HT-NET-147-81-0-0
8.184.10.244,NA,NA,CN,ALICLOUD
205.74.126.26,721,"DNIC-ASBLK-00721-00726, US",,NETBLK-NIC-BLK1
162.158.85.169,13335,"CLOUDFLARENET, US",,CLOUDFLARENET
114.40.192.137,3462,"HINET Data Communication Business Group, TW",TW,HINET-NET
146.174.54.54,4181,"TDS-AS, US",,TDST
219.146.159.45,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-SD
211.246.112.209,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
197.109.144.245,NA,NA,ZA,ORG-CC2-AFRINIC
216.78.101.55,6389,"BELLSOUTH-NET-BLK, US",,BLS-216-78-96-0-20-1002115506
57.243.187.137,NA,NA,GB,UK-MICROSOFT-19930621
217.158.45.6,8426,"CLARANET-AS ClaraNET LTD, GB",GB,L105551
140.100.62.103,749,"DNIC-AS-00749, US",,DNIC-RNET-140-100
207.37.231.207,NA,NA,,DXC-USLA
165.33.117.52,NA,NA,,BAC-165-32-0-0-1
219.223.29.55,4538,"ERX-CERNET-BKB China Education and Research Network Center, CN",CN,CERNET-CN
9.24.109.83,NA,NA,,IBM
200.234.74.135,7738,"V tal, BR",,GCSA-20
83.242.138.30,8359,"MTS, RU",RU,RU-MTU-20040326
193.130.227.34,702,"UUNET, US",GB,UK-PIPEX-193-130-131
109.15.51.52,15557,"LDCOMNET --- I3Dnet ---, FR",FR,FR-NCNUMERICABLE
37.209.98.191,3209,"VODANET International IP-Backbone of Vodafone, DE",DE,KABELBW-15
175.115.81.199,9318,"SKB-AS SK Broadband Co Ltd, KR",KR,broadNnet-KR
210.136.224.180,2514,"INFOSPHERE NTT PC Communications, Inc., JP",JP,INFOSPHERE
186.7.148.52,6400,"Compania Dominicana de Telefonos S. A., DO",,186.7.0.0 - 186.7.255.255
219.117.33.134,18126,"CTCX Chubu Telecommunications Company, Inc., JP",JP,COMMUFA
193.36.214.88,NA,NA,US,Packethub-SA
118.84.118.89,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-BB
137.166.58.99,58877,"CSUNIC1-AS-AP Charles Sturt University, AU",AU,CHASTURT-UNI
195.192.72.204,8445,"SALZBURG-AG-AS, AT",AT,AT-SALZBURG-AG-960403
210.182.219.76,3786,"LGDACOM LG DACOM Corporation, KR",KR,BORANET-KR
207.135.176.147,16399,"FIRSTCOMM-AS2, US",,FIRSTCOMM-NET9
20.165.128.182,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",,MSFT
212.34.200.147,136907,"HWCLOUDS-AS-AP HUAWEI CLOUDS, HK",ID,Huawei-Cloud-ID
211.83.84.36,4538,"ERX-CERNET-BKB China Education and Research Network Center, CN",CN,CERNET-CN
169.69.196.187,NA,NA,,JMC
221.68.44.241,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTEC
184.13.122.43,5650,"FRONTIER-FRTR, US",,FRONTIER-COMMUNICATIONS
131.26.159.142,749,"DNIC-AS-00749, US",,ACADEMY-NET
220.16.75.198,NA,NA,JP,BBTECH
197.154.175.95,37467,"ETherNeT, ET",ET,ORG-EERN1-AFRINIC
18.77.57.250,16509,"AMAZON-02, US",,AT-88-Z
171.198.126.252,NA,NA,,BAC-171-128-0-0-1
132.254.50.230,11136,"Instituto Tecnologico y de Estudios Superiores de Monterrey, MX",,132.254.0.0 - 132.254.255.255
157.169.225.213,NA,NA,FR,FR-U-NICE
180.166.150.226,4812,"CHINANET-SH-AP China Telecom Group, CN",CN,CHINANET-SH
202.121.125.177,4538,"ERX-CERNET-BKB China Education and Research Network Center, CN",CN,CERNET-CN
165.175.191.37,NA,NA,,SPC-NET
98.165.239.37,22773,"ASN-CXA-ALL-CCI-22773-RDC, US",,NETBLK-PH-RDC-98-165-0-0
173.8.56.166,7922,"COMCAST-7922, US",,CBC-JACKSONVILLE-9
138.73.115.29,611,"NECN-1-611, CA",,MTA-IPNET
146.183.236.48,NA,NA,FR,FR-OUTSCALE-19910226
207.119.50.43,22561,"CENTURYLINK-LEGACY-LIGHTCORE, US",,CENTURYLINK-LEGACY-CENTURYTEL-NETBLOCK9
152.74.203.66,11340,"Red Universitaria Nacional, CL",,152.74.0.0 - 152.74.255.255
96.108.30.92,7922,"COMCAST-7922, US",,CABLE-1
147.61.82.236,NA,NA,,BULL-MA61
32.216.46.151,46690,"SNET-FCC, US",,SNET-AMERICA
207.67.189.229,2914,"NTT-DATA-2914, US",,NTTA-207-67-128
175.74.139.179,NA,NA,CN,NorthStar
149.60.151.149,NA,NA,,SALESF-3
187.38.210.219,28573,"Claro NXT Telecomunicacoes Ltda, BR",BR,126560
193.195.225.22,1273,"CW Vodafone Group PLC, EU",GB,DEMON-INT
173.52.12.240,701,"UUNET, US",,VIS-BLOCK
201.10.136.32,8167,"V tal, BR",BR,516409
178.9.158.94,3209,"VODANET International IP-Backbone of Vodafone, DE",DE,VFDE-DSL-NET20
26.52.219.214,749,"DNIC-AS-00749, US",,DISANET26
133.15.248.145,2907,"SINET-AS Research Organization of Information and Systems, National Institute of Informatics, JP",JP,JPNIC-NET-JP-ERX
58.183.32.55,18144,"AS-ENECOM Enecom,Inc., JP",JP,MEGAEGG
193.149.7.252,NA,NA,ES,PORTAV
209.38.220.41,14061,"DIGITALOCEAN-ASN, US",,DO-13
87.105.224.147,12741,"AS-NETIA Warszawa 02-822, PL",PL,PL-NETIA-20050720
131.142.242.146,1742,"HARVARD-UNIV, US",,CFA-NET
159.21.248.105,NA,NA,,STANTEC
147.161.143.140,62044,"ZSCALER-EMEA, CH",GB,ZSCALER-LON5
158.77.105.69,NA,NA,,SYBASE9
151.74.199.172,1267,"ASN-WINDTRE IUNET, IT",IT,WIND-EX-IUNET
215.199.150.212,749,"DNIC-AS-00749, US",,DNIC-NET-215
148.210.149.135,2904,"Universidad Autonoma De Ciudad Juarez, MX",,148.210.0.0 - 148.210.255.255
146.166.129.51,14977,"STATE-OF-WYOMING-ASN, US",,WYEN-GC
63.43.112.201,6167,"CELLCO-PART, US",,NETBLK-UUNET97DU
106.90.218.174,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-CQ
185.74.56.57,42455,"WI-MANX-AS, IM",GB,WI-MANX-LIMITED
221.58.133.45,17676,"GIGAINFRA SoftBank Corp., JP",JP,BBTEC
200.84.242.83,8048,"CANTV Servicios, Venezuela, VE",,200.84.192.0 - 200.84.255.255
78.222.72.234,12322,"PROXAD, FR",FR,FR-PROXAD-20051003
149.187.211.117,16509,"AMAZON-02, US",,AMAZO-4
189.234.53.153,8151,"UNINET, MX",,189.224.0.0 - 189.239.255.255
195.32.27.71,202870,"AS_DIMENSIONE, IT",IT,DMN3-NET-1
206.149.118.114,174,"COGENT-174, US",,COGENT-206-148
177.150.24.18,26615,"TIM SA, BR",BR,180964
105.56.125.165,NA,NA,KE,
180.201.179.59,4538,"ERX-CERNET-BKB China Education and Research Network Center, CN",CN,NJR-CERNET
64.102.242.124,109,"CISCOSYSTEMS, US",,CISCO-GEN-6
104.38.89.104,3999,"PENN-STATE, US",,PENN-STATE
119.53.215.35,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-JL
213.46.172.130,6830,"LIBERTYGLOBAL Liberty Global formerly UPC Broadband Holding, aka AORTA, NL",CZ,LINKS-CZECH
84.156.231.139,3320,"DTAG Internet service provider operations, DE",DE,DTAG-DIAL20
53.95.54.83,31399,"DAIMLER-AS ITTTN Global Network, DE",DE,MERCEDES-BENZ-NET1
24.213.21.214,20115,"CHARTER-20115, US",,MRQ-MI-24-213-20
139.58.213.83,197425,"SAAB-ASN SAAB AB, SE",SE,SAAB-NET
133.204.115.106,2518,"BIGLOBE BIGLOBE Inc., JP",JP,JPNIC-NET-JP-ERX
131.214.20.42,668,"DNIC-AS-00668, US",,ROMENET
213.240.25.198,8771,"YUNET-AS, RS",RS,YUNET-NET
134.211.162.204,56131,"DXCCONNECT-AS-AP DXC Connect Pty Limited, AU",AU,DXCCONNECT-NON-AU
76.222.145.190,7018,"ATT-INTERNET4, US",,SBCIS-SBIS-6BLK
52.154.230.108,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",,MSFT
203.244.176.110,18401,"AS18401-AS-KR DAEGU UNIVERSITY, KR",KR,TGUNET-KR
134.191.165.200,NA,NA,GB,INTEL
19.49.18.29,NA,NA,,FINET
154.159.217.58,36926,"CKL1-ASN, KE",KE,
223.180.220.25,45609,"BHARTI-MOBILITY-AS-AP Bharti Airtel Ltd. AS for GPRS Service, IN",IN,BHARTI-MO-IN
205.74.56.33,721,"DNIC-ASBLK-00721-00726, US",,NETBLK-NIC-BLK1
197.234.52.255,37308,"COOLLINK, NG",NG,ORG-SBaC1-AFRINIC
219.67.1.185,4725,"ODN SoftBank Corp., JP",JP,ODN
181.248.104.109,26611,"COMUNICACION CELULAR S.A. COMCEL S.A., CO",,181.240.0.0 - 181.255.255.255
144.113.193.25,NA,NA,,BOE-RING2
155.238.100.189,2018,"TENET-1, ZA",ZA,ORG-CT2-AFRINIC
188.216.114.247,30722,"VODAFONE-IT-ASN, IT",IT,VODAFONE-IT
196.84.194.241,6713,"IAM-AS, MA",MA,
108.31.255.61,701,"UUNET, US",,VIS-BLOCK
122.74.189.28,NA,NA,CN,CTTNET
167.65.82.163,16509,"AMAZON-02, US",,AMAZO-4
35.120.133.197,16509,"AMAZON-02, US",,AT-88-Z
161.245.170.232,NA,NA,,TWC-NET3
202.86.73.202,17554,"CITIC-HK-AP Citic Telecom International Data Limited., HK",HK,COMNET-TELECOM
129.66.7.222,3464,"ASC-NET, US",,ASC-UNIV-ALABAMA
145.95.60.166,1103,"SURFNET-NL SURFnet, The Netherlands, NL",NL,SURFNET-BLOCKB91
143.98.124.158,NA,NA,,MWC
134.220.60.160,786,"JANET Jisc Services Limited, GB",GB,WOLVERHAMPTON-NET-LINR
204.199.109.48,3549,"LVLT-3549, US",,NET-204-199-109-48-30
54.92.43.178,16509,"AMAZON-02, US",,AMAZON-NRT
202.160.48.16,24006,"LIVERTON-AS-NZ Liverton Limited, NZ",NZ,LIVERTON-NZ
162.60.102.205,NA,NA,,NWFKNET
220.132.211.124,3462,"HINET Data Communication Business Group, TW",TW,HINET-NET
80.23.62.16,3269,"ASN-IBSNAZ, IT",IT,CALZEDONIASPA
222.188.76.44,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-JS
13.102.151.150,NA,NA,,MSFT
210.62.95.247,1659,"ERX-TANET-ASN1 Taiwan Academic Network TANet Information Center, TW",TW,TANET-TW
116.127.176.139,9318,"SKB-AS SK Broadband Co Ltd, KR",KR,broadNnet-KR
140.123.32.41,1659,"ERX-TANET-ASN1 Taiwan Academic Network TANet Information Center, TW",TW,T-CCU.EDU.TW-NET
212.227.125.194,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",GB,gb-wtr-ionos-cloud-bhx1
167.21.27.174,30641,"STATEOFDE, US",,STOFDELAWARE
153.237.121.7,4713,"OCN NTT Communications Corporation, JP",JP,OCN
221.124.199.197,9304,"HUTCHISON-AS-AP HGC Global Communications Limited, HK",HK,HGCGLOBAL-HK
144.159.126.235,NA,NA,,AMERITECH12
17.147.227.70,714,"APPLE-ENGINEERING, US",,APPLE-WWNET
101.124.198.42,NA,NA,CN,JDCOM
133.52.232.68,2907,"SINET-AS Research Organization of Information and Systems, National Institute of Informatics, JP",JP,JPNIC-NET-JP-ERX
133.23.86.166,2907,"SINET-AS Research Organization of Information and Systems, National Institute of Informatics, JP",JP,JPNIC-NET-JP-ERX
210.179.66.127,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
85.238.45.76,35076,"NAME-SERVICE-AS, GE",GE,GE-SERVICE-DSL-45
5.28.120.179,50436,"TC-CIN, DE",DE,TELECOLUMBUS
152.216.152.156,NA,NA,,IRSNET
196.223.135.222,328471,"Hero-Telecoms, ZA",ZA,ORG-HP1-AFRINIC
71.100.173.174,701,"UUNET, US",,VIS-71-96
206.165.171.69,3549,"LVLT-3549, US",,LVLT-ORG-206-165
199.139.98.48,4152,"USDA-1, US",,USDA-CBLK
88.254.86.3,9121,"TTNET, TR",tr,TurkTelekom
193.142.100.218,207670,"KUNTARAHOITUS, FI",FI,KR-SERVICES
17.59.108.137,714,"APPLE-ENGINEERING, US",,APPLE-WWNET
104.120.95.239,16625,"AKAMAI-AS, US",,AKAMAI
134.228.2.104,13490,"BUCKEYECABLEVISION, US",,BUCKEYE-NET
152.99.131.9,17841,"NCIA-AS-KR NATIONAL INFORMATION RESOURCES SERVICE, KR",KR,NIRS-KR
49.148.110.92,9299,"IPG-AS-AP Philippine Long Distance Telephone Company, PH",PH,Residential_DSL
146.86.88.141,210,"WEST-NET-WEST, US",,WCSLC-NET
203.51.199.76,1221,"ASN-TELSTRA Telstra Limited, AU",AU,TELSTRAINTERNET3-AU
103.12.64.20,23678,"MYKRIS-AS-MY Enterprise Managed Services Sdn. Bhd., MY",MY,EMS-MY
205.14.185.128,749,"DNIC-AS-00749, US",,DNIC-SNET-205-000
38.181.49.249,140224,"NEBULA, US",,HKCI-CGNT-NET-2
206.67.168.98,701,"UUNET, US",,IINC-BZONLINE
63.189.189.3,16509,"AMAZON-02, US",,AMAZO-4
99.193.100.93,NA,NA,,DIRECTV-BROADBAND
189.100.205.153,28573,"Claro NXT Telecomunicacoes Ltda, BR",BR,109526
57.14.170.103,NA,NA,CH,SITA_Sarl_CH_14_15
162.195.13.225,7018,"ATT-INTERNET4, US",,SIS-80-8-3-13
176.55.169.138,15897,"VODAFONETURKEY, TR",TR,Vodafone-Turkey-Customer-IP-Pools
128.17.172.57,14340,"SALESFORCE, US",,SALESF-3
215.114.198.193,749,"DNIC-AS-00749, US",,DNIC-NET-215
111.124.210.116,139203,"CHINANET-GUIZHOU-GUIAN-IDC Guizhou GuiAn IDC, CN",CN,CHINANET-GZ
38.45.117.105,137182,"BLUE-WIRELESS-SG BLUE WIRELESS PTE LTD, SG",,COGENT-A
181.57.121.201,10620,"Telmex Colombia S.A., CO",,181.56.0.0 - 181.63.255.255
195.33.29.132,2686,"ATGS-MMD-AS, US",NL,ATT-ADIG-EMEA_A
45.56.128.192,3257,"GTT-BACKBONE GTT, US",,NET45-56
155.195.227.255,NA,NA,,RADIANZ-NET01
221.153.90.47,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
20.140.78.78,8070,"MICROSOFT-CORP-MSN-AS-BLOCK, US",,MSFT
47.20.69.122,6128,"CABLE-NET-1, US",,OOL-CPE-NRWLCT-47-20-68-0-23
194.39.192.20,8422,"NETCOLOGNE, DE",DE,LOGO-NET
139.34.38.229,749,"DNIC-AS-00749, US",,DNIC-RNET-139-034
214.238.243.140,749,"DNIC-AS-00749, US",,DNIC-NET-214
133.202.46.90,2518,"BIGLOBE BIGLOBE Inc., JP",JP,JPNIC-NET-JP-ERX
112.92.195.89,17816,"CHINA169-GZ China Unicom IP network China169 Guangdong province, CN",CN,UNICOM-GD
117.55.0.36,17676,"GIGAINFRA SoftBank Corp., JP",JP,SOFTBANK-JP
130.35.9.12,31898,"ORACLE-BMC-31898, US",,ORACLE-CORP-TMP
121.132.225.163,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
187.48.234.130,26615,"TIM SA, BR",BR,129418
136.178.19.181,270,"AS270, US",,NETBLK-AMES
65.7.9.75,6389,"BELLSOUTH-NET-BLK, US",,BELLSNET-BLK9
44.48.87.155,7377,"UCSD, US",,AMPRNET
197.249.227.195,25139,"TVCABO-AS, MZ",MZ,
198.125.132.101,291,"ESNET-EAST, US",,LBL-IP-NET7
46.134.230.73,5617,"TPNET, PL",PL,PL-IDEA-DSL
112.53.91.206,24444,"CMNET-V4SHANDONG-AS-AP Shandong Mobile Communication Company Limited, CN",CN,CMNET
191.162.143.18,26615,"TIM SA, BR",BR,214603
99.119.149.200,7018,"ATT-INTERNET4, US",,SBCIS-SBIS
223.251.198.147,9812,"CNNIC-CN-COLNET Oriental Cable Network Co., Ltd., CN",CN,COLNET
74.247.19.181,6389,"BELLSOUTH-NET-BLK, US",,BELLSNET-BLK18
13.235.186.135,16509,"AMAZON-02, US",,AMAZON-BOM
11.178.250.193,749,"DNIC-AS-00749, US",,DODIIS
31.200.208.122,20559,"FUNDAMENTS-AS, NL",NL,NL-FUNDAMENTS-20110805
7.8.56.236,749,"DNIC-AS-00749, US",,DISANET7
183.203.164.49,56042,"CMNET-SHANXI-AP China Mobile communications corporation, CN",CN,CMNET
125.168.54.63,9443,"VOCUS-RETAIL-AU Vocus Retail, AU",AU,VOCUS-RETAIL-AU
203.138.1.117,2514,"INFOSPHERE NTT PC Communications, Inc., JP",JP,INFOSPHERE
78.20.54.177,6848,"TELENET-AS, BE",BE,TELENET
130.158.107.137,37917,"UTINS University of Tsukuba, JP",JP,UTINS
179.94.95.196,26599,"TELEFONICA BRASIL S.A, BR",BR,291519
134.214.19.156,2060,"FR-RENATER RENATER_ASNBLOCK1, EU",FR,FR-ROCAD
217.158.11.250,8426,"CLARANET-AS ClaraNET LTD, GB",GB,L63968
16.11.216.180,16509,"AMAZON-02, US",,AMAZO-4
83.141.58.28,29551,"HGCOMP-ASN, DE",DE,DESAINE-NET-10
217.54.161.251,NA,NA,EG,
102.126.221.125,36972,"MTN, SD",SD,
26.58.111.228,749,"DNIC-AS-00749, US",,DISANET26
